--------- beginning of system
04-23 18:51:25.473   610  1604 I ActivityManager: Force stopping com.yepanywhere.android.debug appid=10271 user=0: from pid 3636
04-23 18:51:25.476   610  1604 W ProcessStats: Tracking association SourceState{eb0e88e com.google.android.apps.nexuslauncher/10176 BTop #24219} whose proc state 2 is better than process ProcessState{3831a7d com.google.android.googlequicksearchbox:googleapp/10145 pkg=com.google.android.googlequicksearchbox} proc state 14 (2 skipped)
04-23 18:51:25.477   610  1604 I AppsFilter: interaction: PackageSetting{599889e com.android.microdroid.empty_payload/10195} -> PackageSetting{5566b0c com.yepanywhere.android.debug/10271} BLOCKED
04-23 18:51:25.477   610  1604 I AppsFilter: interaction: PackageSetting{c002b4c ru.kair.metka_pro/10209} -> PackageSetting{5566b0c com.yepanywhere.android.debug/10271} BLOCKED
--------- beginning of main
04-23 18:51:25.482  1041  1041 D CarrierSvcBindHelper: onHandleForceStop: [com.yepanywhere.android.debug]
04-23 18:51:25.487  1041  1041 D CarrierSvcBindHelper: No carrier app for: 0
04-23 18:51:25.491  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.btservices/app/BluetoothGoogle@342010060/BluetoothGoogle.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/SettingsProvider/SettingsProvider.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/LargeScreenSettingsProviderOverlay.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/SettingsProvider__sdk_gphone64_x86_64__auto_generated_rro_product.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/PrintSpooler/PrintSpooler.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/BasicDreams/BasicDreams.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~GPtnacEuj8RSGDYQxxvNzA==/com.google.android.as.oss-EKYsuzDrMBsCEEqvBhP1Gw==/base.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~GPtnacEuj8RSGDYQxxvNzA==/com.google.android.as.oss-EKYsuzDrMBsCEEqvBhP1Gw==/split_config.arm64_v8a.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~GPtnacEuj8RSGDYQxxvNzA==/com.google.android.as.oss-EKYsuzDrMBsCEEqvBhP1Gw==/split_config.en.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~GPtnacEuj8RSGDYQxxvNzA==/com.google.android.as.oss-EKYsuzDrMBsCEEqvBhP1Gw==/split_config.ru.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~GPtnacEuj8RSGDYQxxvNzA==/com.google.android.as.oss-EKYsuzDrMBsCEEqvBhP1Gw==/split_config.xxhdpi.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/InputDevices/InputDevices.apk' with 1 weak references
04-23 18:51:25.493  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.devicelock/priv-app/DeviceLockControllerGoogle@AE3A.240806.036/DeviceLockControllerGoogle.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~l-3Oclf3B4fPNSweuaee0w==/com.google.android.dialer-U-aVu0nDt29IEi8dJby66A==/base.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/BuiltInPrintService/BuiltInPrintService.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/BuiltInPrintService__sdk_gphone64_x86_64__auto_generated_rro_product.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/CaptivePortalLoginGoogle/CaptivePortalLoginGoogle.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/MusicFX/MusicFX.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~TSFW1mOm8rKtqPriHBj4Xg==/com.google.android.apps.docs-3rR3leHUuj5x6hMiv7UGTQ==/base.apk' with 1 weak references
04-23 18:51:25.494  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~TSFW1mOm8rKtqPriHBj4Xg==/com.google.android.apps.docs-3rR3leHUuj5x6hMiv7UGTQ==/split_config.en.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~TSFW1mOm8rKtqPriHBj4Xg==/com.google.android.apps.docs-3rR3leHUuj5x6hMiv7UGTQ==/split_config.ru.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~TSFW1mOm8rKtqPriHBj4Xg==/com.google.android.apps.docs-3rR3leHUuj5x6hMiv7UGTQ==/split_config.x86_64.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~TSFW1mOm8rKtqPriHBj4Xg==/com.google.android.apps.docs-3rR3leHUuj5x6hMiv7UGTQ==/split_config.xxhdpi.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~lr4fRfpn0-HNt5sMph8QpQ==/com.google.android.apps.maps-cR3btd1OgSmszjnDaP5Qmw==/base.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~lr4fRfpn0-HNt5sMph8QpQ==/com.google.android.apps.maps-cR3btd1OgSmszjnDaP5Qmw==/split_config.en.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~lr4fRfpn0-HNt5sMph8QpQ==/com.google.android.apps.maps-cR3btd1OgSmszjnDaP5Qmw==/split_config.ru.apk' with 1 weak references
04-23 18:51:25.495  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~lr4fRfpn0-HNt5sMph8QpQ==/com.google.android.apps.maps-cR3btd1OgSmszjnDaP5Qmw==/split_config.x86_64.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~lr4fRfpn0-HNt5sMph8QpQ==/com.google.android.apps.maps-cR3btd1OgSmszjnDaP5Qmw==/split_config.xxhdpi.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/ModuleMetadataGoogle/ModuleMetadataGoogle.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/overlay/DisplayCutoutEmulationEmu01/DisplayCutoutEmulationEmu01Overlay.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system_ext/priv-app/AvatarPickerGoogle/AvatarPickerGoogle.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/MarkupGoogle_v2/MarkupGoogle_v2.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/NetworkStackGoogle/NetworkStackGoogle.apk' with 1 weak references
04-23 18:51:25.496  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /apex/com.android.rkpd/priv-app/rkpdapp.google@350820300/rkpdapp.google.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sXEvSRE3w6TSdVpaN-qZYw==/com.google.android.contacts-t7cRs0tGZEuYRy3GsGfqVw==/base.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sXEvSRE3w6TSdVpaN-qZYw==/com.google.android.contacts-t7cRs0tGZEuYRy3GsGfqVw==/split_config.en.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sXEvSRE3w6TSdVpaN-qZYw==/com.google.android.contacts-t7cRs0tGZEuYRy3GsGfqVw==/split_config.ru.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sXEvSRE3w6TSdVpaN-qZYw==/com.google.android.contacts-t7cRs0tGZEuYRy3GsGfqVw==/split_config.x86_64.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sXEvSRE3w6TSdVpaN-qZYw==/com.google.android.contacts-t7cRs0tGZEuYRy3GsGfqVw==/split_config.xxhdpi.apk' with 1 weak references
04-23 18:51:25.497  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/priv-app/Telecom/Telecom.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '/product/overlay/Telecom__sdk_gphone64_x86_64__auto_generated_rro_product.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /system/app/KeyChain/KeyChain.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/base.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/split_chrome.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/split_config.en.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/split_config.ru.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/split_dev_ui.apk' with 1 weak references
04-23 18:51:25.498  2568  2585 W .apps.wellbeing: ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~4mHRL1CHacyW2b9wk5cuBw==/com.android.chrome-bsYzYUWV-D0FGaf7fAtaJg==/split_on_demand.apk' with 1 weak references
